Ticker,Company,Pattern,Start Date,End Date,Width,API Start Date,API End Date,Breakout Date,Have Data
STP,STALPROD (STP),double_bottom,2023-08-11,2023-08-18,7,2023-07-21,2023-09-08,,True
BHW,HANDLOWY (BHW),flat_base,2023-06-20,2023-07-17,27,2023-03-31,2023-10-06,,True
LTX,LENTEX (LTX),falling_wedge,2023-07-28,2023-08-17,20,2023-05-29,2023-10-16,,True
ABS,ASSECOBS (ABS),flat_base,2023-07-29,2023-08-25,27,2023-05-09,2023-11-14,,True
ABS,ASSECOBS (ABS),falling_wedge,2023-08-07,2023-08-21,14,2023-06-26,2023-10-02,,True
ABS,ASSECOBS (ABS),descending_triangle,2023-08-07,2023-08-25,18,2023-06-14,2023-10-18,,True
ABS,ASSECOBS (ABS),descending_triangle,2023-07-29,2023-08-25,27,2023-05-09,2023-11-14,,True
SWIG80,SWIG80,falling_wedge,2023-07-30,2023-08-22,23,2023-05-22,2023-10-30,,False
SWIG80,SWIG80,double_top,2023-06-02,2023-07-05,33,2023-02-23,2023-10-12,,False
SWIG80,SWIG80,double_top,2023-05-27,2023-06-13,17,2023-04-06,2023-08-03,,False
SWIG80,SWIG80,flat_base,2023-06-04,2023-07-05,31,2023-03-03,2023-10-06,,False
ABS,ASSECOBS (ABS),uptrend,2023-02-23,2023-04-12,48,2022-10-02,2023-09-03,,True
DVL,DEVELIA (DVL),uptrend,2023-06-28,2023-08-24,57,2023-01-08,2024-02-11,,True
ETFBW20TR,ETFBW20TR,uptrend,2023-05-23,2023-08-24,93,2022-08-17,2024-05-29,,True
PEP,PEP,support,2023-05-22,2023-07-05,44,2023-01-10,2023-11-14,,True
RVU,RYVU (RVU),uptrend,2023-03-14,2023-06-01,79,2022-07-20,2024-01-24,,True
STX,STALEXP (STX),support,2023-07-18,2023-08-18,31,2023-04-16,2023-11-19,,True
VVD,VIVID (VVD),support,2023-06-26,2023-08-15,50,2023-01-27,2024-01-12,,True
WIG,WIG,uptrend,2023-05-23,2023-08-24,93,2022-08-17,2024-05-29,,False
WLT,WIELTON (WLT),uptrend,2023-05-05,2023-08-22,109,2022-06-12,2024-07-14,,True
,WIG-BANKI,uptrend,2023-05-23,2023-08-24,93,2022-08-17,2024-05-29,,False
ALG,AIGAMES (ALG),vertical_run_up,2023-08-19,2023-08-23,4,2023-08-07,2023-09-04,,True
GTN,GETIN (GTN),double_top,2023-08-10,2023-08-23,13,2023-07-02,2023-10-01,,True
ICE,MEDINICE (ICE),rising_wedge,2023-06-24,2023-08-11,48,2023-01-31,2024-01-02,,True
LPP,LPP,rising_wedge,2023-05-01,2023-08-04,95,2022-07-20,2024-05-15,,True
LPP,LPP,rising_wedge,2023-05-11,2023-08-04,85,2022-08-29,2024-04-15,,True
PGE,PGE,double_top,2023-05-17,2023-05-24,7,2023-04-26,2023-06-14,8/23/2023,True
DNP,DINOPL (DNP),falling_wedge,2023-08-01,2023-08-22,21,2023-05-30,2023-10-24,,True
ICE,MEDINICE (ICE),triangle,2023-07-01,2023-08-18,48,2023-02-07,2024-01-09,,True
XTB,XTB,rising_wedge,2023-04-27,2023-06-16,50,2022-11-28,2023-11-13,8/23/2023,True
VOT,VOTUM (VOT),rising_wedge,2023-04-21,2023-06-23,63,2022-10-14,2023-12-29,,True
DVL,DEVELIA (DVL),triangle,2023-07-25,2023-08-17,23,2023-05-17,2023-10-25,,True
PCR,PCCROKITA (PCR),double_bottom,2023-05-24,2023-06-08,15,2023-04-09,2023-07-23,8/23/2023,True
,WIG-ODZIEZ,double_top,2023-06-17,2023-06-28,11,2023-05-15,2023-07-31,,False
LEN,LENA (LEN),triangle,2023-06-30,2023-08-11,42,2023-02-24,2023-12-15,,True
DVL,DEVELIA (DVL),triangle,2023-08-04,2023-08-22,18,2023-06-11,2023-10-15,,True
TOR,TORPOL (TOR),rising_wedge,2023-06-07,2023-07-05,28,2023-03-15,2023-09-27,,True
BHW,HANDLOWY (BHW),h&s_top,2023-07-07,2023-08-17,41,2023-03-06,2023-12-18,,True
BMC,BUMECH (BMC),falling_wedge,2023-08-06,2023-08-22,16,2023-06-19,2023-10-09,,True
PCR,PCCROKITA (PCR),inverted_triangle,2023-06-22,2023-07-20,28,2023-03-30,2023-10-12,8/23/2023,True
VOT,VOTUM (VOT),double_bottom,2023-06-28,2023-07-10,12,2023-05-23,2023-08-15,,True
ICE,MEDINICE (ICE),descending_triangle,2023-08-06,2023-08-18,12,2023-07-01,2023-09-23,,True
ALE,ALLEGRO (ALE),rising_wedge,2023-07-15,2023-08-04,20,2023-05-16,2023-10-03,,True
PCR,PCCROKITA (PCR),ascending_triangle,2023-06-10,2023-06-26,16,2023-04-23,2023-08-13,8/23/2023,True
FW20,FW20,falling_wedge,2023-07-30,2023-08-11,12,2023-06-24,2023-09-16,8/23/2023,False
WIG20,WIG20,falling_wedge,2023-07-30,2023-08-11,12,2023-06-24,2023-09-16,8/23/2023,False
,WIG-SPOZYW,inverted_triangle,2023-08-07,2023-08-21,14,2023-06-26,2023-10-02,8/23/2023,False
3RG,3RGAMES (3RG),downtrend,2023-06-25,2023-08-17,53,2023-01-17,2024-01-23,,True
ATD,ATENDE (ATD),downtrend,2023-07-03,2023-08-18,46,2023-02-15,2024-01-03,,True
BMC,BUMECH (BMC),support,2023-07-25,2023-08-21,27,2023-05-05,2023-11-10,,True
EAH,ESOTIQ (EAH),pennant,2023-07-23,2023-08-24,32,2023-04-18,2023-11-28,,True
ENA,ENEA (ENA),vertical_run_up,2023-07-15,2023-07-25,10,2023-06-15,2023-08-24,,True
ULG,ULTGAMES (ULG),vertical_run_up,2023-08-18,2023-08-22,4,2023-08-06,2023-09-03,,True
TPE,TAURONPE (TPE),double_top,2023-07-20,2023-07-27,7,2023-06-29,2023-08-17,8/22/2023,True
OPN,OPONEO.PL (OPN),h&s_top,2023-05-17,2023-07-04,48,2022-12-24,2023-11-25,,True
SPL,SANPL (SPL),double_top,2023-06-26,2023-07-17,21,2023-04-24,2023-09-18,,True
BIO,BIOTON (BIO),rising_wedge,2023-07-14,2023-08-22,39,2023-03-19,2023-12-17,,True
MRB,MIRBUD (MRB),h&s_top,2023-05-02,2023-05-18,16,2023-03-15,2023-07-05,8/22/2023,True
ETFBM40TR,ETFBM40TR,vertical_run_up,2023-07-12,2023-07-25,13,2023-06-03,2023-09-02,,True
ABS,ASSECOBS (ABS),h&s_top,2023-03-16,2023-05-24,69,2022-08-21,2023-12-17,,True
WIGDIV,WIGDIV,vertical_run_up,2023-07-09,2023-07-20,11,2023-06-06,2023-08-22,,False
BRS,BORYSZEW (BRS),double_bottom,2023-08-13,2023-08-21,8,2023-07-20,2023-09-14,,True
EAH,ESOTIQ (EAH),descending_triangle,2023-08-05,2023-08-21,16,2023-06-18,2023-10-08,,True
EAH,ESOTIQ (EAH),falling_wedge,2023-08-05,2023-08-24,19,2023-06-09,2023-10-20,,True
UNT,UNIMOT (UNT),double_bottom,2023-07-10,2023-07-17,7,2023-06-19,2023-08-07,8/22/2023,True
11B,11BIT (11B),falling_wedge,2023-07-17,2023-08-29,43,2023-03-10,2024-01-05,,True
WPL,WIRTUALNA (WPL),descending_channel,2023-08-06,2023-08-22,16,2023-06-19,2023-10-09,,True
ANR,ANSWEAR (ANR),inverted_triangle,2023-08-14,2023-08-22,8,2023-07-21,2023-09-15,,True
,WIG-UKRAIN,triangle,2023-08-03,2023-08-17,14,2023-06-22,2023-09-28,8/22/2023,False
,WIG-UKRAIN,descending_channel,2023-08-03,2023-08-21,18,2023-06-10,2023-10-14,8/22/2023,False
,WIG-SPOZYW,ascending_channel,2023-08-02,2023-08-17,15,2023-06-18,2023-10-01,8/22/2023,False
,WIG-SPOZYW,ascending_triangle,2023-08-02,2023-08-17,15,2023-06-18,2023-10-01,8/22/2023,False
LWB,BOGDANKA (LWB),downtrend,2023-04-27,2023-08-22,117,2022-05-11,2024-08-07,,True
SEN,SERINUS (SEN),support,2023-07-19,2023-08-15,27,2023-04-29,2023-11-04,,True
KOM,KOMPUTRON (KOM),h&s_bottom,2023-04-12,2023-06-19,68,2022-09-20,2024-01-09,,True
IPO,INTERSPPL (IPO),vertical_run_up,2023-08-18,2023-08-21,3,2023-08-09,2023-08-30,,True
,WIG-ODZIEZ,rising_wedge,2023-05-01,2023-08-04,95,2022-07-20,2024-05-15,,False
IPO,INTERSPPL (IPO),double_bottom,2023-07-16,2023-08-18,33,2023-04-08,2023-11-25,8/21/2023,True
,WIG-NRCHOM,vertical_run_up,2023-07-02,2023-07-17,15,2023-05-18,2023-08-31,,True
PEN,PHOTON (PEN),falling_wedge,2023-07-11,2023-08-09,29,2023-04-15,2023-11-04,,True
KGH,KGHM (KGH),double_bottom,2023-06-23,2023-08-21,59,2022-12-28,2024-02-14,,True
DAD,DADELO (DAD),double_top,2023-08-07,2023-08-21,14,2023-06-26,2023-10-02,,True
,WIG-GORNIC,double_bottom,2023-06-27,2023-08-21,55,2023-01-13,2024-02-02,,False
MIL,MILLENNIUM (MIL),falling_wedge,2023-07-29,2023-08-10,12,2023-06-23,2023-09-15,,True
LPP,LPP,double_top,2023-06-23,2023-07-18,25,2023-04-09,2023-10-01,,True
XTB,XTB,falling_wedge,2023-07-23,2023-08-17,25,2023-05-09,2023-10-31,,True
RNK,RANKPROGR (RNK),rising_wedge,2023-06-20,2023-08-17,58,2022-12-28,2024-02-07,,True
DNP,DINOPL (DNP),rising_wedge,2023-01-20,2023-04-28,98,2022-04-01,2024-02-16,,True
DNP,DINOPL (DNP),rising_wedge,2023-01-31,2023-04-28,87,2022-05-15,2024-01-14,,True
SKH,SKARBIEC (SKH),double_top,2023-07-26,2023-08-04,9,2023-06-29,2023-08-31,,True
,WIG-PALIWA,rising_wedge,2023-06-27,2023-08-21,55,2023-01-13,2024-02-02,,False
DNP,DINOPL (DNP),inverted_triangle,2023-07-03,2023-08-04,32,2023-03-29,2023-11-08,8/21/2023,True
DBC,DEBICA (DBC),rising_wedge,2023-05-19,2023-08-18,91,2022-08-19,2024-05-17,,True
RNK,RANKPROGR (RNK),rising_wedge,2023-07-05,2023-08-17,43,2023-02-26,2023-12-24,,True
DBC,DEBICA (DBC),rising_wedge,2023-06-26,2023-07-14,18,2023-05-03,2023-09-06,8/21/2023,True
MRB,MIRBUD (MRB),rising_wedge,2023-07-03,2023-07-20,17,2023-05-13,2023-09-09,8/21/2023,True
DBC,DEBICA (DBC),ascending_channel,2023-06-06,2023-08-07,62,2022-12-02,2024-02-09,8/21/2023,True
ALE,ALLEGRO (ALE),triangle,2023-08-10,2023-08-25,15,2023-06-26,2023-10-09,,True
DBC,DEBICA (DBC),ascending_channel,2023-06-14,2023-07-14,30,2023-03-16,2023-10-12,8/21/2023,True
ASB,ASBIS (ASB),double_top,2023-07-31,2023-08-07,7,2023-07-10,2023-08-28,8/21/2023,True
RNK,RANKPROGR (RNK),double_top,2023-08-11,2023-08-21,10,2023-07-12,2023-09-20,,True
ECH,ECHO (ECH),double_bottom,2023-08-12,2023-08-18,6,2023-07-25,2023-09-05,,True
VVD,VIVID (VVD),falling_wedge,2023-08-02,2023-08-14,12,2023-06-27,2023-09-19,8/21/2023,True
PCF,PCFGROUP (PCF),descending_channel,2023-07-22,2023-08-15,24,2023-05-11,2023-10-26,,True
SWIG80,SWIG80,rising_wedge,2023-06-10,2023-07-07,27,2023-03-21,2023-09-26,8/21/2023,False
ALG,AIGAMES (ALG),uptrend,2023-06-26,2023-08-21,56,2023-01-09,2024-02-05,,True
DNP,DINOPL (DNP),uptrend,2023-01-16,2023-04-13,87,2022-04-30,2023-12-30,,True
ETFBW20TR,ETFBW20TR,uptrend,2023-06-27,2023-08-21,55,2023-01-13,2024-02-02,,True
MSZ,MOSTALZAB (MSZ),uptrend,2023-05-30,2023-08-10,72,2022-10-26,2024-03-13,,True
TIM,TIM,support,2023-05-19,2023-06-30,42,2023-01-13,2023-11-03,,True
TIM,TIM,support,2023-06-03,2023-08-15,73,2022-10-27,2024-03-21,,True
PGM,PMPG (PGM),vertical_run_up,2023-08-10,2023-08-14,4,2023-07-29,2023-08-26,,True
ATT,GRUPAAZOTY (ATT),double_bottom,2023-07-03,2023-08-17,45,2023-02-18,2023-12-30,,True
KGH,KGHM (KGH),h&s_bottom,2023-05-05,2023-08-09,96,2022-07-21,2024-05-23,,True
BRS,BORYSZEW (BRS),falling_wedge,2023-07-05,2023-08-09,35,2023-03-22,2023-11-22,,True
DNP,DINOPL (DNP),rising_wedge,2023-01-02,2023-04-28,116,2022-01-19,2024-04-10,,True
UNT,UNIMOT (UNT),double_bottom,2023-06-21,2023-07-07,16,2023-05-04,2023-08-24,,True
KGH,KGHM (KGH),flat_base,2023-05-29,2023-07-14,46,2023-01-11,2023-11-29,,True
KOM,KOMPUTRON (KOM),rising_wedge,2023-05-21,2023-07-06,46,2023-01-03,2023-11-21,8/18/2023,True
UNT,UNIMOT (UNT),double_bottom,2023-07-17,2023-08-11,25,2023-05-03,2023-10-25,,True
FTE,FORTE (FTE),rising_wedge,2023-07-22,2023-08-22,31,2023-04-20,2023-11-23,,True
EUR,EUROCASH (EUR),double_top,2023-04-18,2023-05-12,24,2023-02-05,2023-07-23,8/18/2023,True
DTR,DIGITREE (DTR),double_bottom,2023-03-03,2023-03-22,19,2023-01-05,2023-05-18,,True
XTB,XTB,descending_channel,2023-07-30,2023-08-22,23,2023-05-22,2023-10-30,,True
BRS,BORYSZEW (BRS),double_bottom,2023-06-25,2023-07-11,16,2023-05-08,2023-08-28,8/18/2023,True
BRS,BORYSZEW (BRS),double_bottom,2023-06-09,2023-06-20,11,2023-05-07,2023-07-23,8/18/2023,True
WIG20SHORT,WIG20SHORT,double_bottom,2023-07-01,2023-08-01,31,2023-03-30,2023-11-02,,False
DNP,DINOPL (DNP),falling_wedge,2023-06-23,2023-07-12,19,2023-04-27,2023-09-07,8/18/2023,True
OPN,OPONEO.PL (OPN),rising_wedge,2023-07-03,2023-07-21,18,2023-05-10,2023-09-13,8/18/2023,True
DNP,DINOPL (DNP),double_top,2023-05-09,2023-05-24,15,2023-03-25,2023-07-08,,True
DNP,DINOPL (DNP),double_top,2023-06-28,2023-07-26,28,2023-04-05,2023-10-18,8/18/2023,True
K2H,K2HOLDING (K2H),double_top,2023-06-12,2023-06-23,11,2023-05-10,2023-07-26,8/18/2023,True
CCC,CCC,h&s_top,2023-07-29,2023-08-08,10,2023-06-29,2023-09-07,8/18/2023,True
PHN,PHN,falling_wedge,2023-04-30,2023-06-16,47,2022-12-10,2023-11-04,8/18/2023,True
BRS,BORYSZEW (BRS),double_bottom,2023-07-23,2023-08-04,12,2023-06-17,2023-09-09,8/18/2023,True
CMR,COMARCH (CMR),falling_wedge,2023-06-23,2023-07-17,24,2023-04-12,2023-09-27,,True
,WIG-CHEMIA,double_top,2023-06-29,2023-07-12,13,2023-05-21,2023-08-20,8/18/2023,True
,WIG-CHEMIA,falling_wedge,2023-07-22,2023-08-07,16,2023-06-04,2023-09-24,8/18/2023,True
FW20,FW20,descending_channel,2023-07-28,2023-08-11,14,2023-06-16,2023-09-22,8/18/2023,False
WIG30,WIG30,descending_channel,2023-07-30,2023-08-11,12,2023-06-24,2023-09-16,8/18/2023,False
WIG20SHORT,WIG20SHORT,ascending_channel,2023-07-30,2023-08-11,12,2023-06-24,2023-09-16,8/18/2023,False
AST,ASTARTA (AST),uptrend,2023-05-12,2023-08-03,83,2022-09-05,2024-04-08,,True
DNP,DINOPL (DNP),uptrend,2022-12-29,2023-04-13,105,2022-02-17,2024-02-22,,True
OPN,OPONEO.PL (OPN),uptrend,2023-05-18,2023-08-17,91,2022-08-18,2024-05-16,,True
VTL,VISTAL (VTL),uptrend,2023-06-29,2023-08-15,47,2023-02-08,2024-01-03,,True
WLT,WIELTON (WLT),uptrend,2023-04-22,2023-08-15,115,2022-05-12,2024-07-25,,True
,WIG-UKRAIN,uptrend,2023-05-16,2023-08-14,90,2022-08-19,2024-05-10,,False
MIL,MILLENNIUM (MIL),rising_wedge,2023-05-08,2023-08-17,101,2022-07-09,2024-06-15,,True
SPL,SANPL (SPL),rising_wedge,2023-04-18,2023-06-15,58,2022-10-26,2023-12-06,,True
,WIG-MOTO,rising_wedge,2023-06-06,2023-08-14,69,2022-11-11,2024-03-08,,False
LWB,BOGDANKA (LWB),descending_channel,2023-06-18,2023-08-22,65,2022-12-05,2024-03-04,,True
GOP,GAMEOPS (GOP),double_top,2023-08-05,2023-08-11,6,2023-07-18,2023-08-29,,True
,WIG-GORNIC,flat_base,2023-05-29,2023-07-17,49,2023-01-02,2023-12-11,,False
ATD,ATENDE (ATD),triangle,2023-07-17,2023-08-18,32,2023-04-12,2023-11-22,,True
KGH,KGHM (KGH),flat_base,2023-06-29,2023-07-26,27,2023-04-09,2023-10-15,,True
PEN,PHOTON (PEN),flag,2023-05-30,2023-07-04,35,2023-02-14,2023-10-17,8/17/2023,True
DTR,DIGITREE (DTR),double_bottom,2023-06-11,2023-06-29,18,2023-04-18,2023-08-22,,True
SGN,SYGNITY (SGN),double_bottom,2023-06-29,2023-07-06,7,2023-06-08,2023-07-27,,True
CRJ,CREEPYJAR (CRJ),ascending_triangle,2023-05-22,2023-06-22,31,2023-02-18,2023-09-23,8/17/2023,True
PEN,PHOTON (PEN),rising_wedge,2023-05-01,2023-07-04,64,2022-10-21,2024-01-12,8/17/2023,True
STS,SATIS (STS),double_bottom,2023-08-07,2023-08-17,10,2023-07-08,2023-09-16,,True
PKN,PKNORLEN (PKN),double_top,2023-06-28,2023-07-14,16,2023-05-11,2023-08-31,,True
CAR,INTERCARS (CAR),double_top,2023-07-26,2023-08-07,12,2023-06-20,2023-09-12,8/17/2023,True
WLT,WIELTON (WLT),rising_wedge,2023-07-07,2023-07-31,24,2023-04-26,2023-10-11,8/17/2023,True
OPL,ORANGEPL (OPL),h&s_top,2023-05-02,2023-05-25,23,2023-02-22,2023-08-02,8/17/2023,True
ETFBWTECH,ETFBWTECH,double_top,2023-07-02,2023-08-02,31,2023-03-31,2023-11-03,,True
ETFBWTECH,ETFBWTECH,double_top,2023-06-27,2023-07-17,20,2023-04-28,2023-09-15,,True
WIGTECH,WIGTECH,double_top,2023-07-01,2023-08-02,32,2023-03-27,2023-11-06,,False
NWG,NEWAG (NWG),rising_wedge,2023-07-13,2023-08-01,19,2023-05-17,2023-09-27,,True
PHN,PHN,descending_triangle,2023-05-09,2023-06-16,38,2023-01-15,2023-10-08,8/17/2023,True
PKO,PKOBP (PKO),h&s_top,2023-07-26,2023-08-11,16,2023-06-08,2023-09-28,8/17/2023,True
ETFBWTECH,ETFBWTECH,flat_base,2023-07-02,2023-08-02,31,2023-03-31,2023-11-03,,True
CIE,CIECH (CIE),falling_wedge,2023-07-15,2023-07-27,12,2023-06-09,2023-09-01,8/17/2023,True
,WIG-PALIWA,double_top,2023-08-02,2023-08-11,9,2023-07-06,2023-09-07,,False
,WIG-PALIWA,inverted_triangle,2023-07-26,2023-08-11,16,2023-06-08,2023-09-28,,False
SWIG80,SWIG80,h&s_top,2023-07-01,2023-08-15,45,2023-02-16,2023-12-28,,False
,WIG-PALIWA,descending_triangle,2023-07-24,2023-08-04,11,2023-06-21,2023-09-06,,False
,WIG-POLAND,descending_channel,2023-07-30,2023-08-11,12,2023-06-24,2023-09-16,,True
ELT,ELEKTROTI (ELT),uptrend,2023-04-27,2023-07-14,78,2022-09-05,2024-03-04,,True
PEO,PEKAO (PEO),uptrend,2023-05-23,2023-07-07,45,2023-01-08,2023-11-19,,True
PHN,PHN,support,2023-07-06,2023-08-14,39,2023-03-11,2023-12-09,,True
MBK,MBANK (MBK),rising_wedge,2023-04-19,2023-07-20,92,2022-07-17,2024-04-21,,True
BDX,BUDIMEX (BDX),vertical_run_up,2023-08-10,2023-08-16,6,2023-07-23,2023-09-03,,True
CRM,CORMAY (CRM),descending_triangle,2023-04-26,2023-07-18,83,2022-08-20,2024-03-23,,True
,WIG-POLAND,rising_wedge,2023-04-28,2023-07-07,70,2022-09-30,2024-02-02,,True
WIG,WIG,rising_wedge,2023-04-19,2023-07-07,79,2022-08-25,2024-02-29,,False
,WIG-BUDOW,vertical_run_up,2023-08-11,2023-08-16,5,2023-07-27,2023-08-31,,False
JSW,JSW,double_bottom,2023-03-30,2023-04-27,28,2023-01-05,2023-07-20,8/16/2023,True
MIL,MILLENNIUM (MIL),rising_wedge,2023-06-22,2023-08-09,48,2023-01-29,2023-12-31,,True
WIG30,WIG30,rising_wedge,2023-05-07,2023-07-07,61,2022-11-05,2024-01-06,,False
XTB,XTB,rising_wedge,2023-03-10,2023-05-15,66,2022-08-24,2023-11-29,,True
APT,APATOR (APT),falling_wedge,2023-07-26,2023-08-10,15,2023-06-11,2023-09-24,,True
SPL,SANPL (SPL),h&s_top,2023-07-11,2023-08-11,31,2023-04-09,2023-11-12,,True
EUR,EUROCASH (EUR),ascending_triangle,2023-04-26,2023-05-12,16,2023-03-09,2023-06-29,8/16/2023,True
,WIG-GORNIC,vertical_run_up,2023-07-07,2023-07-14,7,2023-06-16,2023-08-04,,False
OPL,ORANGEPL (OPL),h&s_top,2023-05-24,2023-07-31,68,2022-11-01,2024-02-20,,True
ACP,ASSECOPOL (ACP),double_bottom,2023-07-11,2023-08-10,30,2023-04-12,2023-11-08,,True
CCC,CCC,double_top,2023-08-02,2023-08-10,8,2023-07-09,2023-09-03,,True
RNK,RANKPROGR (RNK),rising_wedge,2023-07-15,2023-08-09,25,2023-05-01,2023-10-23,,True
WIG,WIG,ascending_channel,2023-04-23,2023-07-20,88,2022-08-02,2024-04-09,,False
WIG,WIG,ascending_channel,2023-04-19,2023-07-07,79,2022-08-25,2024-02-29,,False
OBL,ORZBIALY (OBL),double_top,2023-07-24,2023-08-07,14,2023-06-12,2023-09-18,,True
,WIG-POLAND,ascending_channel,2023-04-28,2023-07-07,70,2022-09-30,2024-02-02,,True
FW20,FW20,flag,2023-07-17,2023-08-11,25,2023-05-03,2023-10-25,,False
,WIG-POLAND,ascending_channel,2023-05-02,2023-07-20,79,2022-09-07,2024-03-13,,True
,WIG-POLAND,ascending_channel,2023-05-09,2023-08-09,92,2022-08-06,2024-05-11,,True
WIGTECH,WIGTECH,rising_wedge,2023-05-08,2023-07-07,60,2022-11-09,2024-01-03,,False
LTX,LENTEX (LTX),triangle,2023-07-27,2023-08-11,15,2023-06-12,2023-09-25,,True
AMB,AMBRA (AMB),ascending_channel,2023-05-15,2023-06-05,21,2023-03-13,2023-08-07,8/16/2023,True
LTX,LENTEX (LTX),falling_wedge,2023-03-31,2023-06-02,63,2022-09-23,2023-12-08,8/16/2023,True
LTX,LENTEX (LTX),falling_wedge,2023-05-06,2023-07-04,59,2022-11-10,2023-12-28,8/16/2023,True
LTX,LENTEX (LTX),descending_triangle,2023-04-11,2023-07-04,84,2022-08-02,2024-03-12,8/16/2023,True
LTX,LENTEX (LTX),descending_triangle,2023-04-07,2023-06-20,74,2022-08-28,2024-01-28,8/16/2023,True
LTX,LENTEX (LTX),falling_wedge,2023-04-20,2023-07-04,75,2022-09-07,2024-02-14,8/16/2023,True
LTX,LENTEX (LTX),falling_wedge,2023-04-14,2023-06-14,61,2022-10-13,2023-12-14,8/16/2023,True
LTX,LENTEX (LTX),descending_channel,2023-04-11,2023-07-04,84,2022-08-02,2024-03-12,8/16/2023,True
LTX,LENTEX (LTX),descending_channel,2023-04-05,2023-06-14,70,2022-09-07,2024-01-10,8/16/2023,True
WIG,WIG,falling_wedge,2023-07-30,2023-08-11,12,2023-06-24,2023-09-16,,False
,WIG-BANKI,inverted_triangle,2023-07-24,2023-08-04,11,2023-06-21,2023-09-06,8/16/2023,False
ETFBWTECH,ETFBWTECH,double_top,2023-07-21,2023-08-02,12,2023-06-15,2023-09-07,8/16/2023,True
WIGDIV,WIGDIV,falling_wedge,2023-07-25,2023-08-04,10,2023-06-25,2023-09-03,8/16/2023,False
,WIG-POLAND,h&s_top,2023-07-29,2023-08-07,9,2023-07-02,2023-09-03,8/16/2023,True
,WIG-POLAND,inverted_triangle,2023-07-24,2023-08-04,11,2023-06-21,2023-09-06,8/16/2023,True
ENG,ENERGA (ENG),uptrend,2023-06-03,2023-08-09,67,2022-11-14,2024-02-26,,True
ETFBW20LV,ETFBW20LV,uptrend,2023-05-07,2023-07-07,61,2022-11-05,2024-01-06,,True
ETFBW20TR,ETFBW20TR,uptrend,2023-05-01,2023-07-07,67,2022-10-12,2024-01-24,,True
ETFBW20ST,ETFBW20ST,downtrend,2023-05-06,2023-07-07,62,2022-11-01,2024-01-09,,True
KER,KERNEL (KER),downtrend,2023-04-27,2023-08-14,109,2022-06-04,2024-07-06,,True
MRC,MERCATOR (MRC),support,2023-06-11,2023-07-18,37,2023-02-20,2023-11-06,,True
MBK,MBANK (MBK),uptrend,2023-05-07,2023-08-14,99,2022-07-14,2024-06-06,,True
PKO,PKOBP (PKO),uptrend,2023-04-28,2023-07-07,70,2022-09-30,2024-02-02,,True
WIG,WIG,uptrend,2023-04-24,2023-07-07,74,2022-09-14,2024-02-14,,False
WIG30,WIG30,uptrend,2023-05-07,2023-07-07,61,2022-11-05,2024-01-06,,False
,WIG-MEDIA,uptrend,2023-05-06,2023-08-04,90,2022-08-09,2024-04-30,,False
XTB,XTB,support,2023-06-11,2023-08-14,64,2022-12-01,2024-02-22,,True
,WIG-POLAND,uptrend,2023-05-09,2023-08-09,92,2022-08-06,2024-05-11,,True
WIGTECH,WIGTECH,uptrend,2023-05-19,2023-08-10,83,2022-09-12,2024-04-15,,False
ETFBM40TR,ETFBM40TR,double_top,2023-07-31,2023-08-15,15,2023-06-16,2023-09-29,,True
DCR,DECORA (DCR),resistance,2023-07-04,2023-08-15,42,2023-02-28,2023-12-19,,True
MDG,MEDICALG (MDG),vertical_run_up,2023-08-05,2023-08-14,9,2023-07-09,2023-09-10,,True
PUR,PURE (PUR),vertical_run_up,2023-08-09,2023-08-14,5,2023-07-25,2023-08-29,,True
CIG,CIGAMES (CIG),vertical_run_up,2023-05-11,2023-05-18,7,2023-04-20,2023-06-08,,True
PGM,PMPG (PGM),double_top,2023-06-22,2023-07-05,13,2023-05-14,2023-08-13,8/14/2023,True
CPS,CYFRPLSAT (CPS),double_bottom,2023-06-23,2023-08-09,47,2023-02-02,2023-12-28,,True
INK,INSTALKRK (INK),double_top,2023-07-06,2023-07-20,14,2023-05-25,2023-08-31,,True
PEN,PHOTON (PEN),falling_wedge,2023-06-13,2023-07-04,21,2023-04-11,2023-09-05,,True
ZEP,ZEPAK (ZEP),falling_wedge,2023-07-22,2023-08-07,16,2023-06-04,2023-09-24,,True
INK,INSTALKRK (INK),rising_wedge,2023-06-10,2023-07-19,39,2023-02-13,2023-11-13,,True
PUR,PURE (PUR),double_bottom,2023-03-26,2023-05-30,65,2022-09-12,2023-12-11,8/14/2023,True
DCR,DECORA (DCR),rising_wedge,2023-06-07,2023-08-30,84,2022-09-28,2024-05-08,,True
VIN,VINDEXUS (VIN),rising_wedge,2023-05-19,2023-06-16,28,2023-02-24,2023-09-08,,True
VIN,VINDEXUS (VIN),ascending_triangle,2023-05-26,2023-06-16,21,2023-03-24,2023-08-18,,True
DCR,DECORA (DCR),flat_base,2023-07-02,2023-08-11,40,2023-03-04,2023-12-09,,True
CCC,CCC,rising_wedge,2023-07-05,2023-07-28,23,2023-04-27,2023-10-05,,True
PKN,PKNORLEN (PKN),rising_wedge,2023-06-22,2023-08-10,49,2023-01-26,2024-01-04,,True
INK,INSTALKRK (INK),double_top,2023-07-24,2023-08-02,9,2023-06-27,2023-08-29,,True
PCO,PEPCO (PCO),falling_wedge,2023-07-03,2023-07-24,21,2023-05-01,2023-09-25,8/14/2023,True
